"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Radiazione globale (MJ/m²)","Radiazione classe"
"2003-06-23","10.9","7.9","5.5","MZZZ","3.9","","WNW","60","700","MZ0YYZ","32.5","MZ"
"2003-06-24","10.5","7.3","5.5","MZZZ","6.0","","WNW","0","610","MZ0ZZZ","25.8","MZ"
"2003-06-25","10.9","8.4","5.7","MZZZ","7.7","","WNW","0","830","MZ0ZZZ","28.3","MZ"
"2003-06-26","7.6","6.1","3.8","MZZZ","8.0","","WNW","10","770","MZ0YYZ","18.9","MZ"
"2003-06-27","8.2","4.8","2.6","MZZZ","7.7","","WNW","0","820","MZ0ZZZ","32.5","MZ"
"2003-06-28","5.7","3.2","1.4","MZZZ","4.7","","SSE","10","350","MZ0YYZ","15.8","MZ"
"2003-06-29","8.8","4.9","1.0","MZZZ","5.9","","WNW","0","890","MZ0ZZZ","34.2","MZ"
"2003-06-30","8.9","5.1","3.6","MZZZ","5.3","","SSE","10","660","MZ0YYZ","18.3","MZ"
"2003-07-01","4.5","0.8","-4.2","MZZZ","9.9","","NW","0","300","MZ0YYZ","15.7","MZ"
"2003-07-02","0.4","-2.1","-4.9","MZZZ","6.3","","WNW","0","640","MZ0YYZ","26.1","MZ"
"2003-07-03","-0.6","-2.2","-3.7","MZZZ","6.1","","WNW","0","910","MZ0YYZ","19.8","MZ"
"2003-07-04","-2.4","-3.8","-4.5","MZZZ","7.8","","NW","0","630","MZ0YYZ","10.2","MZ"
"2003-07-05","4.4","0.6","-4.6","MZZZ","3.9","","WNW","30","610","MZ0YYZ","34.1","MZ"
"2003-07-06","7.0","2.9","-1.3","MZZZ","3.5","","WNW","20","420","MZ0YYZ","31.1","MZ"
"2003-07-07","7.3","4.1","0.4","MZZZ","3.9","","WNW","110","400","MZ0YYZ","33.3","MZ"
"2003-07-08","9.2","4.5","0.9","MZZZ","3.7","","SE","10","380","MZ0YYZ","30.0","MZ"
"2003-07-09","6.4","4.1","2.7","MZZZ","3.0","","SSE","30","390","MZ0YYZ","16.2","MZ"
"2003-07-10","9.0","5.2","2.2","MYYY","6.1","24.3","NW","0","470","MYZYYY","31.8","MY"
"2003-07-11","9.8","6.2","3.0","MZZZ","4.8","13.3","WNW","10","490","MZZYYZ","33.2","MZ"
"2003-07-12","10.6","7.2","3.7","MZZZ","4.1","12.0","WNW","60","540","MZZYYZ","33.1","MZ"
"2003-07-13","11.8","8.2","5.1","MZZZ","4.4","12.3","NW","10","570","MZZYYZ","32.3","MZ"
"2003-07-14","12.9","8.6","5.4","MZZZ","4.6","11.3","WNW","10","480","MZZYYZ","33.1","MZ"
"2003-07-15","11.0","7.6","5.2","MZZZ","2.6","9.5","","180","","MZZ00Z","24.1","MZ"
"2003-07-16","8.4","6.0","4.3","MZZZ","4.5","20.7","SSW","50","320","MZZYYZ","17.0","MZ"
"2003-07-17","7.8","4.2","2.6","MZZZ","5.5","16.3","WNW","40","750","MZZYYZ","33.0","MZ"
"2003-07-18","11.8","7.6","3.2","MZZZ","4.9","11.7","WNW","0","700","MZZZZZ","32.9","MZ"
"2003-07-19","11.8","7.8","4.4","MZZZ","4.1","12.3","WNW","30","540","MZZYYZ","31.9","MZ"
"2003-07-20","8.8","6.7","4.8","MZZZ","4.5","18.9","SSE","50","530","MZZYYZ","24.9","MZ"
"2003-07-21","8.5","5.6","2.8","MZZZ","4.3","19.7","SSW","10","370","MZZYYZ","16.7","MZ"
"2003-07-22","9.4","6.5","3.9","MZZZ","4.5","17.6","WNW","20","700","MZZYYZ","26.7","MZ"
"2003-07-23","9.2","5.4","1.1","MZZZ","6.4","18.9","WNW","10","730","MZZYYZ","30.9","MZ"
"2003-07-24","6.0","3.3","-0.5","MZZZ","5.2","17.5","WNW","30","460","MZZYYZ","18.4","MZ"
"2003-07-25","8.5","4.9","0.9","MZZZ","5.3","17.8","WNW","10","790","MZZYYZ","29.5","MZ"
"2003-07-26","9.5","5.7","2.7","MZZZ","5.6","16.0","WNW","20","940","MZZYYZ","16.3","MZ"
"2003-07-27","6.8","4.5","1.3","MZZZ","6.8","28.5","S","10","410","MZZYYZ","12.6","MZ"
"2003-07-28","6.6","3.5","0.3","MZZZ","4.4","12.8","WNW","10","640","MZZYYZ","31.1","MZ"
"2003-07-29","6.9","3.4","-0.5","MYYY","4.5","12.5","NNW","120","350","MYYYYY","30.7","MY"
"2003-07-30","6.8","3.6","-0.7","MZ00","6.7","18.2","NW","0","620","MZZZZZ","26.6","MZ"
"2003-07-31","2.6","0.1","-2.8","MZ00","6.3","18.3","NNW","0","720","MZZYYZ","20.5","MZ"
"2003-08-01","9.5","5.8","2.1","MZ00","4.1","10.6","N","0","290","MZZZZZ","31.0","MZ"
"2003-08-02","12.1","7.7","5.2","MZ00","2.8","8.3","NW","10","440","MZZYYZ","27.3","MZ"
"2003-08-03","12.7","9.1","5.2","MZ00","3.0","8.6","NNW","60","270","MZZYYZ","30.1","MZ"
"2003-08-04","11.9","9.2","7.2","MZ00","3.1","11.0","SSE","10","500","MZZYYZ","12.9","MZ"
"2003-08-05","13.4","8.8","5.1","MZ00","3.6","13.8","NW","50","250","MZZYYZ","11.7","MZ"
"2003-08-06","12.5","8.6","3.7","MZ00","4.3","20.8","NW","0","330","MZZZZZ","21.2","MZ"
"2003-08-07","12.4","8.2","4.5","MZ00","4.1","11.4","SE","30","680","MZZYYZ","17.7","MZ"
"2003-08-08","11.3","7.6","4.5","MZ00","3.3","14.4","SSE","100","440","MZZYYZ","22.8","MZ"
"2003-08-09","13.1","8.9","5.7","MZ00","2.1","7.7","ESE","10","300","MZZYYZ","21.9","MZ"
"2003-08-10","12.3","9.0","6.6","MZ00","4.5","12.5","NW","40","460","MZZYYZ","21.1","MZ"
"2003-08-11","13.2","9.1","6.7","MZ00","5.2","11.9","NW","0","790","MZZZZZ","27.0","MZ"
"2003-08-12","13.5","10.3","7.8","MZ00","3.4","11.2","WNW","90","500","MZZYYZ","28.0","MZ"
"2003-08-13","13.8","9.6","7.6","MZ00","4.5","12.7","NW","20","640","MZZYYZ","28.1","MZ"
"2003-08-14","8.4","6.1","2.3","MZ00","7.8","22.4","NW","10","750","MZZYYZ","13.4","MZ"
"2003-08-15","7.3","4.9","2.5","MZ00","7.3","20.4","WNW","0","950","MZZZZZ","14.8","MZ"
"2003-08-16","11.1","5.7","2.9","MZ00","5.4","21.6","WNW","20","470","MZZYYZ","18.1","MZ"
"2003-08-17","7.2","4.7","2.2","MZ00","7.3","21.4","SSE","0","450","MZZZZZ","9.4","MZ"
"2003-08-18","5.5","3.0","1.3","MZ0Z","6.3","21.5","WNW","0","320","MZZZZZ","13.3","MZ"
"2003-08-19","8.0","4.0","0.4","MZ00","5.0","13.8","NW","10","780","MZZYYZ","26.0","MZ"
"2003-08-20","8.8","4.8","0.5","MZ00","4.9","13.2","WNW","10","580","MZZYYZ","23.8","MZ"
"2003-08-21","7.1","3.3","2.1","MZ0Z","3.2","15.2","WNW","10","450","MZZYYZ","10.8","MZ"
"2003-08-22","8.5","5.1","1.7","MZ00","3.2","11.7","WNW","110","430","MZZYYZ","27.1","MZ"
"2003-08-23","10.5","6.7","3.9","MZ00","3.2","9.4","WNW","40","430","MZZYYZ","26.5","MZ"
"2003-08-24","9.6","5.6","2.1","MZ00","3.9","13.6","SSE","30","290","MZZYYZ","14.4","MZ"
"2003-08-25","7.1","3.7","2.1","MZ00","3.4","8.3","NNW","40","530","MZZYYZ","12.8","MZ"
"2003-08-26","7.8","4.1","1.9","MZ00","4.4","10.7","NNW","0","480","MZZZZZ","24.7","MZ"
"2003-08-27","9.2","5.6","3.5","MZ00","6.1","18.2","NW","20","750","MZZYYZ","25.9","MZ"
"2003-08-28","8.8","5.4","3.5","MZ0Z","5.1","19.4","S","30","260","MZZYYZ","17.8","MZ"
"2003-08-29","4.3","1.5","-1.3","MZ00","9.1","29.2","WNW","70","390","MZZYYZ","7.5","MZ"
"2003-08-30","1.6","0.0","-0.9","MZ00","","","","","","M00000","12.3","MZ"
"2003-08-31","-0.7","-2.9","-5.1","MZ00","5.6","25.6","","350","","MZZ00Z","16.8","MZ"
"2003-09-01","0.9","-2.6","-6.4","MZ00","5.0","18.4","WNW","0","580","MZZYYZ","24.0","MZ"
"2003-09-02","0.5","-3.2","-5.9","MZ00","3.8","8.7","SSE","110","600","MZZYYZ","12.6","MZ"
"2003-09-03","1.4","-2.8","-5.1","MZ00","3.6","9.0","SSE","50","530","MZZYYZ","11.2","MZ"
"2003-09-04","5.6","1.0","-3.8","MZ00","2.5","9.6","NNW","90","290","MZZYYZ","22.8","MZ"
"2003-09-05","2.6","0.1","-2.2","MZ00","4.6","11.2","SSE","60","730","MZZYYZ","11.9","MZ"
"2003-09-06","4.1","0.3","-1.7","MZ00","2.2","8.4","WNW","80","420","MZZYYZ","10.4","MZ"
"2003-09-07","-0.8","-1.6","-2.6","MZ00","","","","","","M00000","5.9","MZ"
"2003-09-08","0.4","-1.2","-2.5","MZ0Z","","","","","","M00000","12.3","MZ"
"2003-09-09","-1.6","-2.2","-2.7","MZ00","","","","","","M00000","6.9","MZ"
"2003-09-10","-1.1","-2.7","-3.8","MZ00","","","","","","M00000","10.2","MZ"
"2003-09-11","-2.0","-3.4","-5.9","MZ00","","","","","","M00000","17.5","MZ"
"2003-09-12","1.2","-2.0","-6.0","MZ00","9.1","15.8","NNW","0","1190","MZZYYZ","20.9","MZ"
"2003-09-13","1.9","-0.8","-5.2","MZ00","7.0","15.1","NNW","0","990","MZZYYZ","18.0","MZ"
"2003-09-14","3.7","-1.9","-5.7","MZ00","5.5","16.1","SE","0","800","MZZYYZ","21.0","MZ"
"2003-09-15","3.6","0.2","-4.3","MZ00","4.5","13.1","SE","40","400","MZZYYZ","22.5","MZ"
"2003-09-16","10.7","6.1","0.4","MZ00","2.5","10.5","N","80","370","MZZYYZ","21.6","MZ"
"2003-09-17","10.1","6.7","4.0","MZ00","2.4","5.9","N","100","370","MZZYYZ","20.7","MZ"
"2003-09-18","10.3","6.1","3.5","MZ00","3.1","7.8","SSE","80","510","MYZYYY","20.6","MY"
"2003-09-19","6.6","4.8","2.5","MZ00","6.2","12.3","SE","0","760","MZZYYZ","21.0","MZ"
"2003-09-20","5.4","3.3","1.6","MZ00","6.8","13.1","SSE","0","730","MZZZZZ","20.7","MZ"
"2003-09-21","5.3","3.0","-1.1","MZ00","5.8","10.9","SE","0","860","MZZZZZ","19.9","MZ"
"2003-09-22","0.3","-0.6","-1.9","MZ00","","","","","","M00000","6.8","MZ"
"2003-09-23","-0.1","-1.3","-4.6","MZ00","","","","","","M00000","8.0","MZ"
"2003-09-24","1.0","-1.0","-4.4","MZ00","","","","","","M00000","14.5","MZ"
"2003-09-25","4.1","-0.4","-4.6","MZ00","","","","","","M00000","16.6","MZ"
"2003-09-26","5.6","2.0","-0.8","MZ00","3.9","11.9","SSE","0","300","MZZZZZ","19.5","MZ"
"2003-09-27","2.9","-0.2","-3.0","MZ00","3.6","11.6","NW","100","400","MZZYYZ","12.1","MZ"
"2003-09-28","-1.7","-2.4","-3.1","MZ00","","","","","","M00000","6.3","MZ"
"2003-09-29","-0.3","-3.7","-6.0","MZ00","","","","","","M00000","8.2","MZ"
"2003-09-30","-1.0","-2.8","-4.6","MZ00","","","","","","M00000","5.7","MZ"
"2003-10-01","2.0","-0.3","-2.2","MZ00","","","","","","M00000","9.1","MZ"
"2003-10-02","5.9","3.0","0.0","MZ00","4.2","17.0","SSW","10","360","MZZYYZ","15.2","MZ"
"2003-10-03","3.7","1.0","-3.2","MZ00","4.4","25.5","WNW","20","480","MZZYYZ","14.9","MZ"
"2003-10-04","-2.3","-3.9","-6.6","MZ00","8.1","30.9","WNW","0","700","MZZYYZ","9.8","MZ"
"2003-10-05","-6.1","-10.8","-13.3","MZ00","7.5","18.3","NNW","130","980","MZZYYZ","6.3","MZ"
"2003-10-06","-5.2","-9.7","-13.5","MZ00","6.1","21.8","NW","0","780","MZZYYZ","18.6","MY"
"2003-10-07","-4.7","-6.6","-7.9","MZ00","24.0","","WNW","0","900","MZ0YYZ","8.5","MZ"
"2003-10-08","-4.2","-8.2","-14.1","MZZ0","16.0","","NW","0","830","MZ0YYZ","17.7","MZ"
"2003-10-09","1.6","-2.5","-4.4","MZ00","10.8","29.1","NNW","0","1020","MZZYYZ","8.4","MZ"
"2003-10-10","5.7","3.9","2.2","MZ00","6.8","15.3","NW","0","760","MZZZZZ","16.9","MZ"
"2003-10-11","4.9","3.7","2.7","MZ00","6.1","13.8","NW","0","800","MZZZZZ","16.8","MZ"
"2003-10-12","7.7","4.1","0.1","MZ00","3.7","8.3","SSE","80","400","MZZYYZ","16.2","MZ"
"2003-10-13","4.2","-0.5","-4.6","MZ00","2.4","8.9","","220","","MZZ00Z","16.1","MZ"
"2003-10-14","1.3","-2.6","-5.1","MZ00","2.2","8.2","SE","120","310","MZZYYZ","11.4","MZ"
"2003-10-15","0.2","-4.2","-8.4","MZ00","4.0","13.6","SE","130","650","MZZYYZ","14.7","MZ"
"2003-10-16","-1.9","-4.5","-7.2","MZ00","8.9","19.3","SE","0","1210","MZZYYZ","15.6","MZ"
"2003-10-17","-2.4","-5.0","-7.3","MZ00","7.9","36.1","SE","0","1150","MZZYYZ","13.5","MZ"
"2003-10-18","-2.7","-5.5","-7.2","MZ00","7.6","16.6","SE","0","850","MZZYYZ","10.2","MZ"
"2003-10-19","2.5","-2.3","-5.6","MZ00","4.2","14.1","NW","10","430","MZZYYZ","12.4","MZ"
"2003-10-20","-3.1","-4.7","-5.8","MZ00","5.0","21.4","WNW","30","590","MZZYYZ","9.5","MZ"
"2003-10-21","-5.2","-10.0","-12.7","MZ00","6.9","23.9","WNW","0","770","MZZYYZ","11.3","MZ"
"2003-10-22","-8.2","-10.7","-12.5","MZ00","4.0","17.6","WNW","20","420","MZZYYZ","14.3","MZ"
"2003-10-23","-9.7","-13.4","-16.3","MZ00","8.6","21.9","NW","10","430","MZZYYZ","7.0","MZ"
"2003-10-24","-13.5","-15.4","-16.6","MZ00","5.0","16.1","NNW","0","410","MZZYYZ","17.1","MY"
"2003-10-25","-13.1","-15.1","-17.1","MZ00","4.2","13.1","NW","40","400","MZZYYZ","8.7","MZ"
"2003-10-26","-8.7","-11.3","-14.0","MZ00","3.6","15.9","W","10","450","MZZYYZ","10.4","MZ"
"2003-10-27","-6.9","-10.7","-13.0","MZ00","3.1","10.6","SE","20","320","MZZYYZ","13.7","MZ"
"2003-10-28","-2.1","-6.7","-13.3","MZ00","2.2","9.8","","270","","MZZ00Z","9.5","MZ"
"2003-10-29","-6.0","-8.6","-12.2","MZ00","6.4","23.9","WNW","10","460","MZZYYZ","7.0","MZ"
"2003-10-30","-6.8","-11.6","-15.7","MZ00","13.3","34.6","NW","0","660","MZZYYZ","8.9","MZ"
"2003-10-31","-6.6","-8.7","-10.9","MZ00","","","","","","M00000","5.5","MZ"
"2003-11-01","-5.1","-8.3","-10.6","MZ00","","","","","","M00000","6.9","MZ"
"2003-11-02","-2.6","-6.7","-11.4","MZ00","","","","","","M00000","7.6","MZ"
"2003-11-03","-1.1","-4.0","-6.1","MZZ0","8.0","25.2","WNW","110","790","MZZYYZ","9.3","MZ"
"2003-11-04","5.1","0.3","-2.6","MZ00","2.7","13.0","","480","","MZZ00Z","11.5","MZ"
"2003-11-05","3.5","0.9","-3.1","MZ00","4.9","15.1","SE","40","690","MZZYYZ","11.7","MZ"
"2003-11-06","3.3","1.7","-1.0","MZ0Z","6.3","11.9","NNW","0","980","MZZZZZ","11.1","MZ"
"2003-11-07","-1.7","-12.2","-14.6","MZ00","","","","","","M00000","3.9","MZ"
"2003-11-08","-8.3","-11.8","-14.5","MZ00","","","","","","M00000","3.8","MZ"
"2003-11-09","-0.6","-3.5","-8.8","MZ00","","","","","","M00000","7.5","MZ"
"2003-11-10","0.8","-2.3","-3.8","MZ00","","","","","","M00000","6.3","MZ"
"2003-11-11","-2.6","-3.2","-4.2","MZ00","4.4","10.4","NNW","130","960","MZZYYZ","10.1","MZ"
"2003-11-12","-3.4","-6.2","-8.2","MZ00","7.3","16.8","NW","0","990","MZZYYZ","10.0","MZ"
"2003-11-13","-4.0","-7.2","-11.1","MZ00","4.3","15.2","NW","50","420","MZZYYZ","11.1","MZ"
"2003-11-14","-3.0","-5.6","-9.9","MZ00","7.9","20.7","NW","0","690","MZZYYZ","7.1","MZ"
"2003-11-15","-2.7","-6.1","-9.2","MZ00","5.3","16.6","SSE","20","360","MZZYYZ","8.9","MZ"
"2003-11-16","-4.3","-6.6","-8.8","MZ00","","","","","","M00000","3.6","MZ"
"2003-11-17","1.1","-3.8","-5.8","MZ00","","","","","","M00000","8.3","MZ"
"2003-11-18","2.8","-0.2","-2.3","MZ00","4.7","17.5","NW","60","520","MZZYYZ","9.1","MZ"
"2003-11-19","4.6","1.2","-0.3","MZ00","3.5","9.3","NW","60","480","MZZYYZ","8.9","MZ"
"2003-11-20","0.3","-1.6","-3.8","MZ00","6.2","13.0","WNW","0","490","MZZYYZ","9.0","MZ"
"2003-11-21","-3.7","-5.4","-7.0","MZ00","10.0","17.3","SE","0","1280","MZZYYZ","4.7","MZ"
"2003-11-22","-5.0","-5.8","-6.7","MZ00","","","","","","M00000","3.6","MZ"
"2003-11-23","-5.9","-6.7","-7.6","MZ00","","","","","","M00000","3.3","MZ"
"2003-11-24","-5.3","-6.1","-6.9","MZ00","","","","","","M00000","2.5","MZ"
"2003-11-25","-6.9","-8.2","-10.2","MZ00","","","","","","M00000","2.2","MZ"
"2003-11-26","-7.5","-8.7","-10.0","MZ00","","","","","","M00000","6.1","MZ"
"2003-11-27","","","","M000","","","","","","M00000","","M0"
"2003-11-28","","","","M000","","","","","","M00000","","M0"
"2003-11-29","","","","M000","","","","","","M00000","","M0"
"2003-11-30","-1.5","-6.0","-10.3","MZ00","","","","","","M00000","4.6","MZ"
"2003-12-01","","","","M000","","","","","","M00000","","M0"
"2003-12-02","","","","M000","","","","","","M00000","","M0"
"2003-12-03","-7.3","-7.8","-8.8","MZ0Z","","","","","","M00000","1.1","MZ"
"2003-12-04","-7.3","-8.3","-11.1","MZ00","","","","","","M00000","1.7","MZ"
"2003-12-05","-5.9","-8.9","-11.1","MZ00","","","","","","M00000","8.3","MZ"
"2003-12-06","-1.6","-4.1","-7.5","MZ00","6.1","13.3","NNW","20","810","MZZYYZ","7.8","MZ"
"2003-12-07","-2.1","-7.7","-14.6","MZ00","4.5","13.2","ESE","110","350","MZZYYZ","6.0","MZ"
"2003-12-08","-3.5","-7.9","-11.2","MZ00","5.4","19.6","ESE","0","400","MZZYYZ","7.5","MZ"
"2003-12-09","-10.7","-11.9","-13.5","MZ00","12.4","23.8","SE","0","960","MZZYYZ","7.6","MZ"
"2003-12-10","-12.9","-14.1","-15.5","MY**","5.7","18.6","SE","0","1090","MYYYYY","","M0"
"2003-12-11","-7.0","-10.0","-13.3","MZ00","4.3","11.6","SE","0","340","MZZYYZ","7.6","MZ"
"2003-12-12","-1.4","-4.1","-8.6","MZ00","7.1","26.7","NNW","0","540","MZZYYZ","7.9","MZ"
"2003-12-13","-0.9","-2.4","-4.1","MZ00","9.7","29.1","NW","0","1030","MZZYYZ","5.6","MZ"
"2003-12-14","-2.1","-8.8","-15.4","MZ00","21.4","41.5","NW","0","1000","MZZYYZ","4.5","MZ"
"2003-12-15","-12.7","-16.7","-19.5","MZ00","20.8","41.2","NW","0","1080","MZZYYZ","4.7","MZ"
"2003-12-16","-6.4","-12.7","-19.4","MZ00","11.7","27.6","NNW","0","1020","MZZYYZ","7.4","MZ"
"2003-12-17","-3.7","-6.0","-7.7","MZ00","","","","","","M00000","5.1","MZ"
"2003-12-18","-5.8","-7.9","-10.4","MZ00","","","","","","M00000","6.8","MZ"
"2003-12-19","-6.8","-8.6","-10.3","MZ00","","","","","","M00000","5.4","MZ"
"2003-12-20","-6.2","-8.0","-9.9","MZ00","","","","","","M00000","8.3","MZ"
"2003-12-21","-6.5","-11.3","-17.8","MZ00","15.8","35.9","W","0","550","MZZYYZ","3.8","MZ"
"2003-12-22","-16.3","-19.1","-23.1","MZ0Z","12.6","30.4","NNW","0","810","MZZYYZ","4.7","MZ"
"2003-12-23","-15.3","-21.0","-24.3","MZ00","14.6","31.9","NNW","0","760","MZZYYZ","5.4","MZ"
"2003-12-24","-5.9","-11.3","-16.2","MZ00","4.8","15.3","N","40","900","MZZYYZ","7.4","MZ"
"2003-12-25","-2.6","-4.6","-7.5","MZ00","5.9","16.2","N","0","1100","MZZYYZ","7.0","MZ"
"2003-12-26","-1.2","-2.9","-5.2","MZ0Z","3.6","14.5","W","20","400","MZZYYZ","7.0","MZ"
"2003-12-27","-5.2","-8.5","-11.7","MZ0Z","4.8","18.1","SW","0","310","MZZYYZ","4.9","MZ"
"2003-12-28","-9.7","-12.5","-14.0","MZ00","5.9","21.2","SSE","80","480","MZZYYZ","2.6","MZ"
"2003-12-29","-11.5","-13.2","-15.5","MZ00","","","","","","M00000","4.0","MZ"
"2003-12-30","-7.0","-11.5","-13.1","MZ00","","","","","","M00000","3.3","MZ"
"2003-12-31","-7.3","-11.3","-12.4","MZ0Z","","","","","","M00000","1.4","MZ"
"2004-01-01","-10.0","-11.9","-14.4","MZ00","","","","","","M00000","3.5","MZ"
"2004-01-02","-14.4","-15.8","-16.5","MZ00","","","","","","M00000","3.2","MZ"
"2004-01-03","-9.4","-12.1","-14.9","MZ00","","","","","","M00000","4.0","MZ"
"2004-01-04","-9.1","-10.5","-11.7","MZ00","8.7","15.3","NNW","40","1040","MZZYYZ","7.7","MZ"
"2004-01-05","-8.1","-9.4","-10.8","MZ00","10.6","21.9","NNW","0","1300","MYZYYY","7.9","MY"
"2004-01-06","-5.8","-7.4","-9.4","MZ00","7.0","13.5","NW","0","800","MZZYYZ","6.9","MZ"
"2004-01-07","-4.7","-6.8","-8.9","MZ00","6.7","20.8","NNW","0","800","MZZYYZ","7.5","MZ"
"2004-01-08","-3.0","-5.8","-8.6","MZ00","5.0","32.5","NW","70","350","MZZYYZ","6.9","MZ"
"2004-01-09","-8.1","-11.1","-13.6","MZ00","20.4","44.2","NW","0","930","MZZYYZ","3.7","MZ"
"2004-01-10","-8.5","-12.1","-13.9","MZ00","18.3","41.4","NW","0","760","MZZYYZ","4.3","MZ"
"2004-01-11","-5.4","-7.1","-9.6","MZ00","13.3","45.8","NW","0","820","MZZYYZ","6.1","MZ"
"2004-01-12","-6.0","-8.6","-10.8","MZ00","","40.5","","","","M0Y000","2.7","MZ"
"2004-01-13","-4.0","-5.8","-8.5","MZ00","","43.4","","","","M0Y000","1.6","MZ"
"2004-01-14","-5.7","-11.5","-16.4","MZ00","15.6","43.9","NW","60","810","MZZYYZ","6.3","MZ"
"2004-01-15","-12.1","-17.6","-19.2","MZ00","","","","","","M00000","4.8","MZ"
"2004-01-16","-9.8","-12.0","-14.8","MZ00","","","","","","M00000","4.5","MZ"
"2004-01-17","-9.4","-13.0","-14.8","MZ00","12.5","34.0","WNW","0","590","MZZYYZ","5.1","MZ"
"2004-01-18","-13.2","-14.5","-15.3","MZ00","","","","","","M00000","3.6","MZ"
"2004-01-19","-7.6","-12.5","-16.0","MZ00","","","","","","M00000","5.9","MZ"
"2004-01-20","-6.2","-10.2","-13.3","MZ00","9.8","19.0","NW","0","720","MZZYYZ","5.0","MZ"
"2004-01-21","-11.1","-12.7","-14.6","MZ00","11.5","17.7","NNW","0","1180","MZZYYZ","9.4","MZ"
"2004-01-22","-7.7","-10.9","-14.2","MZ00","10.6","18.9","NNW","0","1140","MZZYYZ","9.7","MZ"
"2004-01-23","-10.0","-11.5","-12.9","MZ00","6.7","15.7","NNW","0","610","MZZYYZ","10.7","MZ"
"2004-01-24","-7.8","-9.8","-13.8","MZ00","12.2","33.7","NNW","0","740","MZZYYZ","7.7","MZ"
"2004-01-25","-9.5","-17.5","-19.4","MZ00","9.0","29.2","NNW","0","570","MZZYYZ","9.3","MZ"
"2004-01-26","-9.2","-12.3","-15.2","MZ00","7.5","25.9","WNW","10","630","MZZYYZ","4.9","MZ"
"2004-01-27","-15.0","-18.0","-21.4","MZ00","12.1","23.3","WNW","0","740","MZZYYZ","8.1","MZ"
"2004-01-28","-20.7","-21.8","-22.8","MZ00","15.3","30.7","NW","0","790","MZZYYZ","6.1","MZ"
"2004-01-29","-20.6","-23.2","-24.4","MZ00","15.0","39.0","NNW","0","840","MZZYYZ","5.4","MZ"
"2004-01-30","-9.4","-13.3","-21.7","MY**","9.7","28.4","NW","0","510","MYYYYY","10.9","MY"
"2004-01-31","-4.4","-7.9","-10.7","MZ00","6.8","25.2","WNW","0","690","MZZYYZ","12.0","MZ"
"2004-02-01","-2.2","-5.1","-9.3","MZ00","16.5","31.5","NW","0","1050","MZZYYZ","10.4","MZ"
"2004-02-02","-1.3","-3.1","-5.8","MZ00","15.6","34.5","NW","0","1120","MZZYYZ","10.6","MZ"
"2004-02-03","4.4","0.5","-2.8","MZ00","5.5","18.5","NW","50","460","MZZYYZ","10.5","MZ"
"2004-02-04","3.7","2.3","0.9","MZ00","8.4","16.4","NW","0","970","MZZZZZ","11.6","MZ"
"2004-02-05","2.5","0.8","-2.3","MZ00","9.1","18.4","NW","0","780","MZZZZZ","11.8","MZ"
"2004-02-06","1.4","-1.4","-6.1","MZ00","9.5","23.0","WNW","0","800","MZZYYZ","11.6","MZ"
"2004-02-07","-5.3","-9.7","-16.2","MZ00","16.5","31.8","WNW","0","690","MZZYYZ","6.7","MZ"
"2004-02-08","-12.2","-14.1","-15.9","MZ00","25.0","48.4","NW","0","1210","MZZYYZ","11.8","MZ"
"2004-02-09","-9.8","-11.4","-14.1","MZ00","12.1","45.3","NNW","0","850","MZZYYZ","12.5","MZ"
"2004-02-10","-8.5","-10.7","-12.2","MZ00","","","","","","M00000","11.5","MZ"
"2004-02-11","-6.4","-9.2","-12.0","MZZ0","","","","","","M00000","10.9","MZ"
"2004-02-12","-3.5","-6.3","-7.8","MZ00","7.4","18.9","N","30","640","MZZYYZ","12.9","MZ"
"2004-02-13","0.4","-4.8","-7.4","MZ00","","","","","","M00000","12.9","MZ"
"2004-02-14","-3.1","-5.6","-6.9","MZ00","","","","","","M00000","12.0","MZ"
"2004-02-15","-6.5","-7.7","-8.7","MZ00","","","","","","M00000","13.3","MZ"
"2004-02-16","-3.9","-7.2","-10.7","MZ00","2.8","9.9","","430","","MZZ00Z","13.7","MZ"
"2004-02-17","-7.5","-8.5","-9.9","MZ00","","","","","","M00000","13.9","MZ"
"2004-02-18","-5.6","-11.3","-15.2","MZ00","2.0","9.4","","280","","MZZ00Z","13.2","MZ"
"2004-02-19","-15.2","-17.8","-19.3","MZ00","10.3","21.5","","260","","MZZ00Z","6.5","MZ"
"2004-02-20","-12.8","-16.8","-19.0","MZ00","","","","","","M00000","4.8","MZ"
"2004-02-21","-9.2","-11.9","-13.8","MZZ0","","","","","","M00000","4.7","MZ"
"2004-02-22","-0.3","-5.1","-8.4","MZ00","","","","","","M00000","7.4","MZ"
"2004-02-23","-7.7","-13.3","-20.1","MZ00","","","","","","M00000","7.6","MZ"
"2004-02-24","-8.9","-15.2","-20.4","MZ00","","","","","","M00000","15.9","MZ"
"2004-02-25","-9.2","-11.8","-15.2","MZ00","","","","","","M00000","16.4","MZ"
"2004-02-26","-12.9","-16.2","-20.4","MZ00","","","","","","M00000","12.5","MZ"
"2004-02-27","-18.8","-20.1","-22.2","MZ00","","","","","","M00000","16.5","MZ"
"2004-02-28","-19.3","-21.2","-23.7","MZ00","","","","","","M00000","12.7","MZ"
